message,concepts
"(1, 1, 1, 1, 0)","[(4, '?', 6, '?'), (1, '?', 6, '?'), (5, '?', 6, '?'), (7, '?', 6, '?'), (6, '?', 6, '?'), (5, '?', 6, '?'), (6, '?', 6, '?'), (0, 5, 6, '?'), (6, '?', 6, '?'), (2, '?', 6, '?'), (4, '?', 6, '?'), (2, '?', 6, '?'), (5, '?', 6, '?'), (2, '?', 6, '?'), (6, '?', 6, '?'), (4, '?', 6, '?'), (4, '?', 6, 2), (7, '?', 6, '?'), (0, '?', 6, 2), (3, '?', 6, '?'), (6, '?', 6, '?'), (0, '?', 6, 2), (5, '?', 6, '?'), (7, '?', 6, '?'), (3, '?', 6, '?'), (0, 5, 6, '?'), (5, '?', 6, '?'), (2, '?', 6, '?'), (6, '?', 6, '?'), (4, '?', 6, '?'), (1, '?', 6, '?'), (3, '?', 6, '?'), (7, '?', 6, '?'), (2, '?', 6, '?'), (4, '?', 6, '?'), (3, '?', 6, '?'), (2, '?', 6, '?'), (4, '?', 6, '?'), (1, '?', 6, '?'), (1, '?', 6, '?'), (7, '?', 6, '?'), (5, '?', 6, '?'), (6, '?', 6, '?'), (1, '?', 6, '?'), (6, '?', 6, '?'), (1, '?', 6, '?'), (1, '?', 6, '?'), (3, '?', 6, '?'), (2, '?', 6, '?'), (5, '?', 6, '?'), (3, '?', 6, '?'), (2, '?', 6, '?'), (4, '?', 6, '?'), (1, '?', 6, '?'), (4, '?', 6, '?'), (7, '?', 6, '?'), (2, '?', 6, '?'), (0, 2, 6, '?'), (4, '?', 6, '?')]"
"(1, 1, 1, 10, 0)","[(7, '?', 6, '?')]"
"(1, 1, 3, 1, 0)","[(4, 1, 6, 5)]"
"(1, 1, 16, 16, 0)","[(4, '?', 6, 2)]"
"(1, 3, 18, 3, 0)","[(4, 1, 6, 5)]"
"(1, 3, 18, 18, 0)","[(3, 1, 6, 5), (4, 1, 6, 5)]"
"(1, 10, 24, 24, 0)","[(0, 0, 6, '?'), (5, 0, 6, 3), (6, 0, 6, '?'), (6, 0, 6, 3), (3, 0, 6, 3), (0, 0, 6, '?'), (1, 0, 6, 2), (6, 0, 6, '?'), (1, 0, 6, '?'), (4, 0, 6, '?'), (4, 0, 6, '?'), (4, 0, 6, 2), (4, 0, 6, '?'), (1, 0, 6, '?'), (1, 0, 6, '?'), (1, 0, 6, '?'), (1, 0, 6, 2)]"
"(1, 15, 15, 15, 0)","[(5, 2, 6, '?')]"
"(1, 16, 16, 16, 0)","[(4, '?', 6, 2), (0, 1, 6, 2)]"
"(1, 18, 18, 18, 0)","[(3, 1, 6, 5), ('?', 1, 6, 5)]"
"(1, 19, 1, 1, 0)","[(7, '?', 6, '?')]"
"(1, 22, 10, 24, 0)","[(2, 0, 6, 6)]"
"(1, 22, 22, 22, 0)","[(1, 1, 6, 6)]"
"(1, 24, 24, 24, 0)","[(1, 0, 6, 3)]"
"(1, 25, 13, 25, 0)","[(0, 5, 6, '?')]"
