message,concepts
"(1, 1, 1, 1, 0)","[('?', 3, 4, 7), ('?', '?', 4, 0), (1, 2, 4, 0), (1, 2, 4, 2), ('?', 0, 4, '?'), (1, 2, 4, '?'), ('?', 2, 4, 0), ('?', 3, 4, '?'), (1, '?', 4, 6), ('?', 6, 4, '?'), ('?', 7, 4, 6), (1, 2, 4, 2), ('?', 6, 4, 7), (1, '?', 4, '?'), ('?', 0, 4, 0), (1, 1, 4, 0), (1, 0, 4, 6), ('?', 0, 4, '?'), (4, '?', 4, 3), ('?', 6, 4, 7), (1, 3, 4, '?'), ('?', 7, 4, 6), ('?', 2, 4, '?'), (4, 6, 4, 0), ('?', 6, 4, 6), (7, 4, 4, 3), (1, 3, 4, '?'), (1, 6, 4, 0), ('?', 7, 4, 3), ('?', 3, 4, 6), (7, 3, 4, 3), ('?', 2, 4, '?'), (1, 2, 4, '?'), (1, 3, 4, 0), (1, 1, 4, 3), ('?', 1, 4, 6), ('?', 1, 4, 6), (1, 1, 4, 3), (1, 1, 4, 3), ('?', 6, 4, 0), ('?', 6, 4, 7), ('?', 6, 4, 2), (1, 5, 4, 0), ('?', 6, 4, 6), (1, 5, 4, 7), (1, 4, 4, 3), ('?', 6, 4, '?'), ('?', 5, 4, 0), (1, 5, 4, 0), ('?', 5, 4, 3), ('?', 7, 4, '?'), (1, 7, 4, 3), (1, 3, 4, 7), (1, 3, 4, 6), (1, 6, 4, 6), (7, 0, 4, 3), (1, 4, 4, 6), (1, 6, 4, 6), (1, 3, 4, '?'), ('?', 0, 4, 6), ('?', 1, 4, 0), (1, 3, 4, 0), ('?', '?', 4, 0), ('?', 5, 4, 6), ('?', 0, 4, 7), (1, 6, 4, 3), (1, 1, 4, 7), (1, 2, 4, 0), (7, 4, 4, 3), (4, 3, 4, 3), ('?', 4, 4, '?'), (4, 6, 4, 7), ('?', 1, 4, 6), ('?', 5, 4, 0), (4, 5, 4, 3), (1, 2, 4, '?'), (3, 3, 4, '?'), (1, 3, 4, 7), (1, 3, 4, '?'), (1, 0, 4, 0), (1, 0, 4, 6), ('?', 4, 4, 0), ('?', 2, 4, '?'), ('?', 6, 4, 7), (7, 3, 4, '?'), ('?', 7, 4, 3), (1, 2, 4, 7), (2, 4, 4, 3), ('?', 3, 4, 6), (7, 3, 4, 3), ('?', 4, 4, 0), ('?', 5, 4, 3), ('?', 4, 4, 0), (4, 0, 4, 0), ('?', 3, 4, 6), (7, 4, 4, 3), ('?', 3, 4, 7), (1, '?', 4, 3), (7, 6, 4, 7), ('?', 3, 4, 2), ('?', 6, 4, 0), (4, 5, 4, 3), (4, '?', 4, 3), ('?', '?', 4, 6), ('?', 6, 4, 2), ('?', 3, 4, 6), (1, 4, 4, 7), (1, 3, 4, 0), ('?', 1, 4, 7), (1, 0, 4, 0), ('?', 2, 4, 0), (1, 4, 4, 0), (1, '?', 4, 7), ('?', 3, 4, 3), ('?', 4, 4, '?'), ('?', 6, 4, 2), ('?', 0, 4, 6), ('?', 5, 4, 3), ('?', 1, 4, 6), ('?', 0, 4, 6), ('?', 1, 4, 7), (1, '?', 4, 6), (1, 1, 4, 0), (1, 2, 4, 0), ('?', 6, 4, 7), ('?', 6, 4, '?'), ('?', 2, 4, 0), (1, 4, 4, 6), (1, 6, 4, 2), ('?', 3, 4, '?'), ('?', 1, 4, 6), ('?', 5, 4, 6), (4, 6, 4, 0), ('?', 0, 4, 6), (1, 3, 4, '?'), ('?', 6, 4, 2), (7, 3, 4, 7), ('?', 4, 4, 0), ('?', 3, 4, 2), ('?', 3, 4, 3), (7, 6, 4, 7), ('?', 6, 4, '?'), ('?', 7, 4, 6), (1, 3, 4, 0), (1, '?', 4, 7), ('?', 7, 4, 3), ('?', 0, 4, 3), ('?', 5, 4, 0), ('?', 0, 4, 3), (7, 0, 4, 3), (1, 0, 4, 6), (4, 0, 4, 3), ('?', 0, 4, 3), ('?', 0, 4, 7), ('?', 3, 4, 3), (1, '?', 4, 7), (4, 0, 4, 0), ('?', 2, 4, '?'), ('?', 6, 4, 6), (4, 3, 4, 3), (7, 4, 4, 3), ('?', 7, 4, 3), (7, 3, 4, 3), ('?', 5, 4, 0), (1, 6, 4, 7), ('?', 2, 4, 0), (1, 3, 4, 6), (7, 0, 4, 3), (1, '?', 4, 3), ('?', 5, 4, 6), (1, 4, 4, 6), ('?', 1, 4, 6), ('?', 4, 4, 0), ('?', 7, 4, 3), (7, 3, 4, 3), (1, 3, 4, 0), ('?', 3, 4, 3), (1, 3, 4, 7), ('?', 4, 4, 3), (1, 3, 4, 0), ('?', 4, 4, 3), ('?', 2, 4, 0), (4, 5, 4, 3), (4, 6, 4, 0), (1, 0, 4, 3), (1, 6, 4, 0), (4, 3, 4, 3), ('?', 3, 4, 6), ('?', 6, 4, 6), (4, 1, 4, 3), (1, 1, 4, 3), (1, 3, 4, 7), (1, 6, 4, 3), ('?', 2, 4, 7), ('?', 1, 4, 6), ('?', 7, 4, 3), ('?', 3, 4, 7), (4, 2, 4, 0), ('?', 6, 4, 6), (1, 3, 4, 6), ('?', 4, 4, '?'), (4, 6, 4, 0), ('?', 6, 4, 2), ('?', 3, 4, '?'), ('?', 2, 4, '?'), ('?', 2, 4, 0), ('?', '?', 4, 6), ('?', 6, 4, '?'), (4, 7, 4, 3), ('?', 1, 4, 0), ('?', 7, 4, 0), ('?', '?', 4, 0), (4, '?', 4, 3), ('?', 5, 4, 3), (4, 6, 4, 7), (7, 0, 4, 3), ('?', 0, 4, 0), (4, 2, 4, 0), ('?', 3, 4, 6), ('?', 5, 4, 0), (1, '?', 4, 3), (4, 5, 4, 3), ('?', 4, 4, 3), (4, 5, 4, 3), (1, '?', 4, 3), ('?', 2, 4, 7), ('?', 5, 4, 6), (7, 3, 4, 7), ('?', 0, 4, 0), (4, 3, 4, 3), ('?', 5, 4, 2), ('?', 0, 4, '?'), ('?', 4, 4, '?'), ('?', 2, 4, 0), ('?', '?', 4, 6), ('?', '?', 4, 6), ('?', 6, 4, 6), ('?', 0, 4, 0), ('?', 4, 4, '?'), ('?', 5, 4, 6), ('?', 2, 4, 0), (4, 3, 4, 0), (3, 6, 4, 3), ('?', 3, 4, 7), ('?', '?', 4, 0), ('?', 7, 4, 3), ('?', 7, 4, '?'), ('?', 7, 4, 3), (4, 0, 4, 0), ('?', 5, 4, 0), ('?', 0, 4, 3), (3, '?', 4, 3), (4, '?', 4, 3), ('?', 0, 4, 6), (4, 3, 4, 3), ('?', 6, 4, 6), ('?', 0, 4, 7), (4, '?', 4, 3), (4, 3, 4, 0), (4, 0, 4, 3), ('?', 2, 4, 0), (1, 3, 4, 0), ('?', 4, 4, 3), ('?', 6, 4, 0), ('?', '?', 4, 2), ('?', 4, 4, 0), ('?', 7, 4, '?'), ('?', 1, 4, 0), ('?', 2, 4, '?'), ('?', 7, 4, '?'), (4, 6, 4, 0), ('?', 3, 4, '?'), (7, 3, 4, 3), ('?', 5, 4, 0), ('?', 3, 4, 2), ('?', 5, 4, 6), (4, 2, 4, 0), ('?', 3, 4, '?'), (4, 6, 4, 7), (7, 3, 4, 3), ('?', 6, 4, '?'), ('?', 3, 4, 2), (7, 3, 4, 7), ('?', 2, 4, '?'), ('?', '?', 4, 6), ('?', 6, 4, 0), ('?', 0, 4, 7), (4, 6, 4, 0), ('?', 5, 4, 3), (4, 6, 4, 7), ('?', 5, 4, 6), (7, 3, 4, '?'), (3, '?', 4, 3), ('?', '?', 4, 0), ('?', 0, 4, '?'), (7, 3, 4, '?'), ('?', '?', 4, 2), (1, 6, 4, 3), ('?', 3, 4, 2), ('?', 2, 4, 7), (4, 6, 4, 0), (7, 3, 4, 7), ('?', 0, 4, 0), ('?', 5, 4, 3), (1, 6, 4, 3), ('?', 0, 4, '?'), (3, 3, 4, '?'), ('?', 2, 4, '?'), (4, 0, 4, 3), ('?', 7, 4, 6), ('?', 7, 4, 0), ('?', 6, 4, 7), ('?', 7, 4, 3), (1, 3, 4, '?'), ('?', 7, 4, 0), ('?', 3, 4, 7), (1, 6, 4, 3), ('?', 1, 4, 0), ('?', 2, 4, 7), ('?', 6, 4, 2), ('?', 3, 4, '?'), (1, 6, 4, 3), ('?', 1, 4, 2), ('?', 3, 4, 6), ('?', 0, 4, '?'), ('?', 6, 4, 0), ('?', 3, 4, 3), ('?', 0, 4, 0), ('?', 3, 4, 6), ('?', 4, 4, '?'), (1, '?', 4, 3), ('?', 6, 4, 7), ('?', 5, 4, 0), ('?', 4, 4, 3), (4, 6, 4, 7), ('?', 1, 4, 0), (1, '?', 4, 3), ('?', 2, 4, 7), ('?', '?', 4, 6), (3, 0, 4, 3), ('?', 3, 4, 6), (4, '?', 4, 0), ('?', 1, 4, 6), ('?', 3, 4, 7), (3, 0, 4, '?'), ('?', 0, 4, 6), ('?', 4, 4, '?'), ('?', '?', 4, 6), ('?', 0, 4, 6), (3, 4, 4, 3), (7, 3, 4, 3), ('?', 6, 4, 0), (3, 0, 4, 3), ('?', 3, 4, '?'), ('?', 1, 4, 0), ('?', 1, 4, 6), ('?', 7, 4, '?'), ('?', 5, 4, 2), (7, 3, 4, 3), ('?', 4, 4, 0), ('?', 6, 4, 2), ('?', 5, 4, 3), ('?', 4, 4, 3), ('?', 2, 4, 7), ('?', 4, 4, '?'), ('?', 4, 4, 3), ('?', 5, 4, 3), ('?', 1, 4, 0), ('?', '?', 4, 6)]"
"(1, 1, 1, 6, 0)","[(1, 6, 4, 3), ('?', 7, 4, 3), (1, 0, 4, 3), ('?', 0, 4, 3), ('?', 0, 4, 3), (3, 4, 4, 3), ('?', 0, 4, 3), (3, 0, 4, 3)]"
"(1, 1, 1, 8, 0)","[('?', 7, 4, 6)]"
"(1, 1, 1, 15, 0)","[(7, 3, '?', 3)]"
"(1, 1, 1, 16, 0)","[('?', 0, 4, 2), ('?', 0, 4, 2)]"
"(1, 1, 1, 24, 0)","[(2, 4, 4, 3)]"
"(1, 1, 6, 6, 0)","[('?', 6, '?', 3), ('?', 4, '?', 3), ('?', '?', '?', 3), ('?', 4, '?', 3), ('?', 4, '?', 3), ('?', '?', '?', 3), (3, 4, 4, 3), ('?', 4, '?', 3)]"
"(1, 1, 8, 1, 0)","[(4, 3, 4, 0), (4, 0, 4, 0), (4, 3, 4, 0), (4, 3, 4, 0)]"
"(1, 1, 8, 8, 0)","[('?', 4, 5, 0), (4, '?', 4, 0), ('?', 1, 5, 0), ('?', 0, 5, 0), ('?', 7, 4, 0), (4, '?', 4, 0), ('?', 7, 4, 7), ('?', 4, 4, 0), ('?', 7, 4, 6), ('?', '?', 5, 0), ('?', '?', 5, 0), (4, '?', 4, 0), ('?', 1, 5, 0), ('?', 7, 4, 0), (4, 6, '?', 0), ('?', '?', 5, 0), (4, 3, 4, 0), ('?', 7, 4, 7), ('?', 7, 4, 7), ('?', 6, 5, 0), ('?', 6, 5, 0), ('?', 0, '?', 0), ('?', 7, 4, 0)]"
"(1, 1, 8, 13, 0)","[(4, 4, 4, 0)]"
