message,concepts
"(1, 1, 1, 1, 0)","[(2, '?', '?', 3), (2, '?', '?', 3), (2, 0, '?', 0), (2, '?', '?', '?'), (2, 0, 3, 2), (2, '?', '?', 5), (2, '?', '?', 2), (2, '?', '?', '?'), (2, '?', '?', '?'), (2, '?', '?', 6), (2, '?', '?', 5), (2, 0, 3, 2), (2, '?', '?', 4), (2, 4, '?', 6), (2, '?', '?', 2), (2, '?', '?', 1), (2, '?', '?', 5), (2, '?', '?', '?'), (2, '?', '?', 1), (2, '?', '?', 3), (2, '?', '?', 4), (2, '?', '?', 6), (2, '?', '?', '?'), (2, '?', '?', 3), (2, '?', '?', 3), (2, '?', '?', 4), (2, '?', '?', 2), (2, '?', '?', 3), (2, 0, '?', 0), (2, '?', '?', 1), (2, '?', '?', 4), (2, 2, 2, 6), (2, '?', '?', 5), (2, '?', '?', 5), (2, '?', '?', 2), (2, '?', '?', 4), (2, '?', '?', 1), (2, '?', '?', 3), (2, '?', '?', 2), (2, '?', '?', 4), (2, 4, '?', 2), (2, '?', '?', 6), (2, '?', '?', '?'), (2, '?', '?', 6), (2, '?', '?', 1), (2, '?', '?', '?'), (2, '?', '?', 3), (2, '?', '?', 4), (2, '?', '?', 4), (2, 2, '?', 4), (2, '?', '?', 6), (2, 2, '?', 4), (2, '?', '?', '?'), (2, 2, '?', 6), (2, 4, '?', 6), (2, 4, '?', 6), (2, '?', '?', 1), (2, '?', '?', 6)]"
"(1, 1, 1, 21, 0)","[(2, 4, 3, 2), (2, '?', '?', 3)]"
"(1, 1, 2, 2, 0)","[(2, 4, '?', 4)]"
"(1, 1, 5, 5, 0)","[(2, '?', '?', 1), (2, '?', '?', 1)]"
"(1, 1, 19, 1, 0)","[(2, 0, '?', 4)]"
"(1, 1, 19, 19, 0)","[(2, 0, '?', 0)]"
"(1, 1, 23, 23, 0)","[(2, 2, '?', 0)]"
"(1, 1, 24, 24, 0)","[(2, '?', 7, 3)]"
"(1, 2, 1, 1, 0)","[(2, 4, '?', 0)]"
"(1, 5, 5, 1, 0)","[(2, '?', '?', 1)]"
"(1, 6, 1, 1, 0)","[(2, 4, 3, 2)]"
"(1, 9, 27, 27, 0)","[(2, 7, '?', 0)]"
"(1, 11, 11, 11, 0)","[(2, 0, 4, 0)]"
"(1, 15, 15, 15, 0)","[(2, 3, '?', 2)]"
"(1, 19, 1, 1, 0)","[(2, 0, 3, 2)]"
"(1, 19, 11, 11, 0)","[(2, 0, 4, 4)]"
"(1, 19, 19, 1, 0)","[(2, 0, '?', 0)]"
"(1, 21, 21, 21, 0)","[('?', '?', '?', 2), ('?', '?', '?', 3), ('?', '?', '?', 3), ('?', '?', '?', 3), ('?', '?', '?', 3), ('?', '?', '?', 3)]"
"(1, 21, 21, 23, 0)","[('?', '?', '?', 3), ('?', '?', '?', 3)]"
"(1, 23, 23, 23, 0)","[(2, 2, '?', 5), (2, 2, '?', 4), (2, 2, '?', 5), (2, 2, '?', 7), (2, 2, '?', 4)]"
"(1, 24, 24, 24, 0)","[(2, '?', 7, 6), (5, 0, 7, 2)]"
"(2, 1, 1, 1, 0)","[(2, 4, 6, 2)]"
"(2, 1, 1, 2, 0)","[(2, 4, 6, '?'), (2, 4, 6, 4)]"
"(2, 1, 2, 2, 0)","[(2, 4, 6, 4)]"
"(2, 2, 1, 1, 0)","[(2, 4, '?', 3), (2, 4, '?', 0)]"
"(2, 2, 1, 2, 0)","[(2, 4, '?', 0), (2, 4, 2, 2), (2, 4, '?', 0)]"
"(2, 2, 2, 1, 0)","[(2, 4, 6, 4), (2, 4, '?', 2), (2, 4, '?', 6)]"
